PCGS,TAS,PCG14,TAS05,TAS07,TAS09,TAS11,TAS13,TAS15,TAS17,ER30000,ER30001,ER30002,ER31987,ER31988,ER31989,ER31990,ER31991,ER31992,ER31993,ER31994,ER31995,ER31996,ER31997,ER32000,ER32001,ER32002,ER32003,ER32004,ER32005,ER32006,ER32007,ER32008,ER32009,ER32010,ER32011,ER32012,ER32013,ER32014,ER32015,ER32016,ER32017,ER32018,ER32019,ER32020,ER32021,ER32022,ER32023,ER32024,ER32025,ER32026,ER32027,ER32028,ER32029,ER32030,ER32031,ER32032,ER32033,ER32034,ER32035,ER32036,ER32037,ER32038,ER32039,ER32040,ER32041,ER32042,ER32043,ER32044,ER32045,ER32046,ER32047,ER32048,ER32049,ER32050,ER32051,ER32052,ER32053,ER33801,ER33802,ER33803,TA050001,TA050937,ER33901,ER33902,ER33903,TA070001,TA070918,ER34001,ER34002,ER34003,TA090001,TA090982,ER34101,ER34102,ER34103,TA110001,TA111124,ER34201,ER34202,ER34203,TA130001,TA131216,H14REL,H14M1,H14M2,H14M4,H14M5,H14M6,H14M7,H14M8,H14M9,H14M10,H14M11,H14M12,H14M13,H14M14,H14M15,H14M16,H14M17,H14M18,H14M19,H14M20,H14M21,H14M22,H14M23,H14M24,H14M25,H14Q3,H14S9,H14S10,H14S19,H14S20,H14S21,H14S22,H14S28,H14CDSHID,H14PSIDFLG,H14INST,ER34301,ER34302,ER34303,TA150001,TA151276,ER34501,ER34502,ER34503,TA170001,TA171974
1,5,1.1,1,1,1,1,1,,,2,6073,34,0,5,0,0,0,0,0,0,0,22,1,2,1,1,1,0,0,2,2005,2005,6073,4,1968,1,1,998,2,6073,901,9999,99,99,2019,1,12,2009,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,4879,51,60,5,5,5592,1,10,4,5,1439,1,10,3,5,2805,2,22,2,5,5296,1,10,2,5,2,7,2,5,2,1,2,4,2,1,5,1,5,4,1,2,1,4,4,1,1,3,4,4,3,0,4,1,0,0,5,5,5,2841,1,1,6257,1,10,,,2393,1,10,,
,2,,,1,,,1,,,2,6073,36,0,0,0,0,0,0,0,0,0,22,1,2,1,0,1,0,1,2,2011,1989,6073,173,1966,2,2,126,1,6073,3,1965,2,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,7844,4,30,,,6813,3,30,4,5,3930,2,30,,,0,0,0,,,8880,1,10,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8436,1,10,,,1988,1,10,,
,5,,,,1,1,1,1,1,2,6073,37,0,5,0,0,0,0,0,0,0,22,1,1,1,1,1,0,0,2,2013,2011,6073,31,1971,2,1,140,2,0,0,9999,99,99,2019,1,5,2018,99,9999,99,9999,99,9999,99,9999,2019,1,9,2010,4,11,2014,11,2011,99,9999,9,99,9999,99,9999,4,0,2019,1968,0,4920,3,33,,,3912,3,33,,,1488,3,33,3,5,4162,51,33,2,4,3906,51,33,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8981,1,10,2,3,2431,1,10,2,4
,1,,,,,,,,1,2,6073,39,0,0,0,0,0,0,0,0,0,22,1,1,1,0,1,0,0,2,0,0,6073,31,1971,2,2,122,2,6073,178,1970,1,1,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,4920,4,30,,,3912,4,30,,,1488,4,30,,,4162,3,30,,,3906,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4787,2,30,,,2055,2,30,2,4
,4,,,1,1,1,1,,,2,6077,176,0,5,0,0,0,0,0,0,0,15,2,1,1,1,1,0,0,3,2011,2009,6077,174,1964,2,1,998,2,6077,4,1960,2,1,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,1,11,2014,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,0,1968,0,1709,3,30,,,5945,3,30,4,6,3565,51,30,3,6,5785,51,30,2,6,6887,1,10,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1759,1,10,,,1512,1,10,,
,3,,,1,1,1,,,,2,6086,30,0,5,0,0,0,0,0,0,0,22,2,1,1,0,1,0,1,2,2019,2019,6086,4,1966,1,1,55,2,0,0,9999,99,99,2017,0,99,9999,99,9999,99,9999,99,9999,99,9999,2017,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,1324,2,60,,,4313,2,30,4,5,4980,2,30,3,5,5581,2,30,2,5,5953,2,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610,2,60,,,1922,1,10,,
1,4,1.1,,,,1,1,1,1,2,6086,31,0,5,0,0,0,0,0,0,0,22,2,2,1,0,1,0,0,2,0,0,6086,3,1965,1,1,103,2,6086,170,1964,1,1,2019,1,9,2009,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,2515,2,30,,,4405,2,30,,,6641,2,30,,,4910,2,30,2,5,6075,2,30,2,4,2,7,5,1,1,1,1,1,1,1,5,5,5,3,2,2,2,3,3,2,3,3,3,3,3,0,4,1,6,4,5,5,5,2844,1,2,4319,2,30,2,5,1789,2,30,2,5
,5,,,,1,1,1,1,1,2,6088,34,0,5,0,0,0,0,0,0,0,25,1,1,1,0,1,0,1,2,1993,1992,6088,31,1972,1,1,101,2,6088,176,1969,3,2,2019,1,7,2009,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,1268,3,30,,,74,3,30,,,3259,3,30,3,6,2868,3,30,2,5,5911,3,30,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5686,3,30,2,6,752,3,30,2,6
1,,1.1,,,,,,,,2,6093,33,0,5,0,0,0,0,0,0,0,25,2,2,1,0,1,0,0,2,0,0,6093,6,1960,2,1,995,2,6093,911,9999,99,99,2019,1,3,2010,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,3901,2,30,,,4585,2,30,,,1433,2,30,,,4359,1,10,,,3016,1,10,,,2,7,3,4,1,2,3,1,3,1,1,5,1,4,2,2,1,1,4,1,1,3,4,4,4,0,3,1,0,0,5,5,5,2850,1,1,2221,1,10,,,4949,1,10,,
1,,1.1,,,,,,,,2,6093,35,0,5,0,0,0,0,0,0,0,25,2,2,1,0,1,0,0,2,0,0,6093,11,1967,4,1,998,2,6093,910,9999,99,99,2019,4,6,2002,8,2015,12,2007,11,2006,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,2017,1968,0,3901,4,70,,,5423,2,22,,,3228,2,22,,,2402,2,22,,,3161,1,10,,,2,7,4,5,5,5,2,3,5,1,1,1,1,4,4,4,4,4,4,3,1,4,4,4,4,0,3,1,7,3,4,5,5,2849,1,1,4897,1,10,,,6896,1,10,,
,4,,1,1,1,1,,,,2,6093,36,0,5,0,0,0,0,0,0,0,25,2,2,1,0,1,0,0,2,0,0,6093,6,1960,2,2,995,2,6093,911,9999,99,99,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,3901,3,30,5,5,5434,1,10,4,4,6280,1,10,3,4,5267,1,10,2,2,3862,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1254,1,10,,,4849,1,10,,
,2,,,,,1,,,1,2,6093,38,0,5,0,0,0,0,0,0,0,25,2,2,1,0,1,0,0,2,0,0,6093,11,1967,4,3,107,2,0,0,9999,99,99,2019,1,8,2018,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,2019,1968,0,4520,3,30,,,5195,3,30,,,3687,3,30,,,3507,2,30,2,5,2722,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6330,1,10,,,9118,1,10,2,5
,4,,,,,1,1,1,1,2,6093,39,0,5,0,0,0,0,0,0,0,25,2,1,1,0,1,0,1,2,1999,1999,6093,170,1969,1,1,137,1,6093,10,1966,1,1,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,4424,3,30,,,5566,3,30,,,8186,3,30,,,5155,3,30,2,5,3321,3,30,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2540,3,30,2,6,8930,1,10,2,5
,2,,,,,,,1,1,2,6093,40,0,0,0,0,0,0,0,0,0,25,2,2,1,0,1,0,1,2,1999,1999,6093,7,1961,4,4,105,2,0,0,9999,99,99,2019,98,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,3830,3,30,,,5339,3,30,,,3517,3,30,,,6873,2,40,,,4073,2,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8058,12,40,2,6,9590,10,48,2,6
,3,,,,,,1,1,1,2,6093,41,0,0,0,0,0,0,0,0,0,25,2,2,1,0,1,0,0,2,0,0,6093,11,1967,4,4,118,2,0,0,9999,99,99,2019,1,8,2015,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,4520,4,30,,,5195,4,30,,,3687,4,30,,,3507,3,30,,,2722,2,30,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4897,4,40,2,4,6896,4,40,2,6
,2,,,,,,,1,1,2,6093,42,0,0,0,0,0,0,0,0,0,25,2,2,1,1,1,1,1,2,2013,1999,6093,31,1979,5,1,105,2,6093,928,9999,99,99,2019,2,6,2015,8,2018,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,2019,1968,0,3812,2,30,,,5994,2,30,,,4143,2,30,,,3426,3,33,,,4627,51,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6183,1,10,2,4,8459,1,10,2,6
1,,1.1,,,,,,,,2,6093,173,0,0,0,0,0,0,0,0,0,25,2,2,1,0,1,0,1,0,0,0,6093,907,9999,99,99,999,9,6093,914,9999,99,99,2019,6,11,1998,9,2015,1,2011,1,2008,5,2005,2019,1,5,2009,5,99,9999,11,2018,99,9999,9,99,9999,99,9999,5,0,2017,1968,0,6322,2,22,,,6064,2,22,,,5320,2,22,,,3335,2,20,,,3457,2,20,,,2,7,5,5,1,3,2,2,1,1,1,1,1,2,1,2,2,3,4,3,2,3,4,4,3,3,3,1,0,1,5,5,5,2848,1,2,3470,2,20,,,4934,2,20,,
0,,0.1,,,,,,,,,6093,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,5,5,4,4,4,5,5,2,5,5,5,3,2,2,3,3,3,2,2,3,3,3,3,0,4,1,0,2,5,4,5,2847,5,2,,,,,,,,,,
1,,1.1,,,,,,,,2,6103,34,0,5,0,0,0,0,0,0,0,2,2,2,1,0,1,0,1,2,2015,1997,6103,6,1958,2,1,995,2,6103,173,1943,3,2,2019,3,10,2006,3,2018,6,2015,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,2019,1968,0,0,0,0,,,0,0,0,,,5198,2,30,,,2789,2,30,,,2939,1,10,,,2,7,5,5,1,1,4,4,1,3,5,1,1,4,1,1,1,4,4,1,2,3,4,4,4,1,3,5,0,0,5,5,5,2855,1,1,0,0,0,,,6270,1,10,,
1,,1.1,,,,,,,,2,6103,35,0,5,0,0,0,0,0,0,0,2,2,2,1,0,1,0,0,2,0,0,6103,7,1960,3,1,995,2,6103,175,1962,3,1,2019,4,8,2002,5,2010,5,2007,2,2004,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,4670,2,22,,,7222,1,10,,,1895,2,22,,,2409,2,22,,,3498,2,22,,,2,2,2,4,3,2,5,4,5,2,1,1,1,4,2,2,1,3,3,2,2,2,4,4,3,3,2,1,5,3,5,5,4,2851,1,2,6165,1,10,,,7875,1,10,,
,3,,1,,1,1,,,,2,6103,37,0,5,0,0,0,0,0,0,0,2,2,1,1,0,1,0,0,2,0,0,6103,8,1965,3,1,998,2,6103,179,1963,3,1,2019,2,1,2010,9,2015,99,9999,99,9999,99,9999,2019,1,4,2012,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,2017,1968,0,7004,3,30,5,6,5388,3,30,,,4122,2,74,3,6,5908,1,10,2,6,1998,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2734,1,10,,,6717,1,10,,
,4,,1,1,1,1,,,,2,6103,38,0,5,0,0,0,0,0,0,0,2,2,1,1,1,1,0,0,2,2007,2005,6103,7,1960,3,2,995,1,6103,175,1962,3,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,1,3,2019,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,0,1968,0,2234,51,33,5,6,6398,51,33,4,5,4122,1,10,3,6,3264,1,10,2,5,1277,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4108,1,10,,,6914,1,10,,
,4,,1,1,1,1,,,,2,6103,39,0,5,0,0,0,0,0,0,0,2,2,2,1,1,1,0,0,2,2009,2005,6103,3,1953,4,3,124,1,6103,171,1951,4,3,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,2320,51,30,5,6,4181,51,30,4,6,2152,52,30,3,6,2051,3,30,2,5,7707,2,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7809,2,40,,,6560,2,40,,
1,5,1.1,1,1,1,1,1,,,2,6103,40,0,5,0,0,0,0,0,0,0,2,2,2,1,0,1,0,0,2,0,0,6103,7,1960,3,3,83,1,6103,175,1962,3,3,2019,2,12,2005,10,2012,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,2013,1968,0,7438,2,22,5,5,4471,1,10,4,6,3313,1,10,3,5,2368,1,10,2,6,738,1,10,2,6,2,7,5,3,1,1,3,5,4,2,1,1,5,3,2,2,3,1,4,1,2,2,4,4,4,0,2,1,2,4,5,5,5,2852,1,1,3498,1,10,,,7454,1,10,,
,5,,1,1,1,1,1,,,2,6103,41,0,5,0,0,0,0,0,0,0,2,2,1,1,1,1,0,0,2,2009,2009,6103,3,1953,4,4,144,1,6103,171,1951,4,4,2019,2,10,2009,8,2017,99,9999,99,9999,99,9999,2019,1,6,2012,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,2017,1968,0,2320,2,30,5,6,4181,2,30,4,5,2152,51,30,3,6,8450,1,10,2,5,5401,1,10,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7380,1,10,,,8714,1,10,,
,1,,,,,,,,1,2,6103,42,0,5,0,0,0,0,0,0,0,2,2,2,1,0,1,0,1,2,2019,2019,6103,8,1965,3,2,123,1,6103,179,1963,3,2,2017,1,4,2014,99,9999,99,9999,99,9999,99,9999,2017,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,7004,4,30,,,5388,4,30,,,4739,3,30,,,2769,3,30,,,2316,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5650,3,30,,,9268,1,10,2,6
,2,,,,,,,1,1,2,6103,43,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,0,0,2,0,0,6103,8,1965,3,3,130,1,6103,179,1963,3,3,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,7004,5,30,,,5388,5,30,,,4739,4,30,,,2769,4,30,,,2316,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5650,4,30,2,5,6634,3,30,2,5
,4,,,,1,1,,1,1,2,6103,180,0,5,0,0,0,0,0,0,0,2,2,1,1,1,1,0,1,3,2013,2011,6103,178,1956,1,1,998,1,6103,5,1956,1,1,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,7389,3,30,,,8016,3,30,,,3559,3,30,3,6,3607,51,30,2,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3516,1,10,2,5,7024,1,10,2,5
1,,1.1,,,,,,,,2,6103,197,0,0,0,0,0,0,0,0,0,2,2,2,1,0,1,0,0,0,0,0,6103,937,9999,99,99,999,9,6103,939,9999,99,99,2019,2,1,2010,9,2015,99,9999,99,9999,99,9999,2019,1,4,2012,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,0,1968,0,7004,0,0,,,5388,0,0,,,4122,0,0,,,5908,0,0,,,1998,2,20,,,2,7,4,2,1,2,4,3,1,2,5,1,1,4,4,2,1,4,4,1,1,3,4,4,4,2,2,1,3,1,5,5,5,2854,1,2,2734,2,20,,,6717,2,20,,
1,,1.1,,,,,,,,2,6107,8,0,5,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,1,0,0,6107,1,1933,9,7,995,1,6107,901,9999,99,99,2005,3,11,1979,7,1988,4,1983,99,9999,99,9999,2019,1,11,1986,4,5,2001,4,1993,99,9999,9,99,9999,99,9999,4,0,0,1968,0,2982,1,10,,,1110,1,10,,,4014,1,10,,,488,1,10,,,2262,1,10,,,2,6,2,1,1,1,1,4,1,1,1,1,5,4,1,1,1,4,4,1,1,2,4,4,4,0,3,1,0,0,5,5,5,2863,1,5,5726,1,10,,,3945,1,10,,
1,,1.1,,,,,,,,2,6107,33,0,5,0,0,0,0,0,0,0,1,2,2,1,0,1,1,0,2,1999,1999,6107,4,1955,4,2,995,2,6107,171,1954,3,1,2019,2,4,2002,8,2004,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,1948,2,22,,,641,1,10,,,4368,1,10,,,601,1,10,,,252,2,22,,,2,6,1,1,1,1,1,1,1,1,5,5,5,4,1,1,1,4,4,1,1,4,3,3,3,1,3,1,1,2,5,5,5,2857,1,2,900,2,22,,,3849,2,22,,
,3,,,,1,1,1,,,2,6107,43,0,5,0,0,0,0,0,0,0,1,2,1,1,0,1,0,1,2,2007,2007,6107,180,1958,2,2,125,2,6107,6,1958,2,2,2019,1,11,2012,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,2013,1968,0,3147,2,30,,,0,0,0,,,4019,1,10,3,4,5430,1,10,2,6,4227,1,10,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5088,1,10,,,6279,1,10,,
,5,,,1,1,1,1,1,,2,6107,45,0,5,0,0,0,0,0,0,0,1,2,1,1,0,1,0,1,2,2019,2019,6107,8,1961,3,3,116,1,6107,187,1961,3,3,2017,2,4,2011,8,2012,99,9999,99,9999,99,9999,2017,1,9,2014,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,2013,1968,0,2982,7,30,,,1110,7,30,4,5,4014,6,30,3,4,3770,1,10,2,5,2566,1,10,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4160,1,10,2,4,4986,1,10,,
,2,,,,,,1,,1,2,6107,47,0,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,1,2,0,0,6107,30,1974,2,1,87,2,6107,199,1974,3,1,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,3420,3,33,,,1052,3,33,,,4819,3,33,,,1108,3,33,,,2735,2,30,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4964,2,30,,,5385,1,10,2,4
,1,,,,,,,,1,2,6107,49,0,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,1,2,2019,2019,6107,35,1979,3,1,133,2,0,0,9999,99,99,2017,0,99,9999,99,9999,99,9999,99,9999,99,9999,2017,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,2982,4,60,,,1110,4,60,,,4014,3,60,,,2680,2,30,,,1096,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5789,3,33,,,9133,3,33,2,5
,1,,,,,,,,1,2,6107,50,0,0,0,0,0,0,0,0,0,1,2,2,1,0,1,1,0,2,2015,2015,6107,30,1974,2,2,109,1,6107,199,1974,3,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,3420,4,33,,,1052,4,33,,,4819,4,33,,,1108,4,33,,,2735,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4964,71,30,,,9489,2,30,2,3
1,,1.1,,,,,,,,2,6107,190,0,5,0,0,0,0,0,0,0,1,2,2,1,0,1,1,1,3,2007,1991,6107,2,1953,4,2,998,1,0,0,9999,99,99,2017,6,6,1989,1,2011,1,2002,7,1993,5,1991,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,0,0,0,,,0,0,0,,,4613,2,50,,,661,3,40,,,66,3,40,,,2,6,3,5,3,3,4,5,5,2,5,5,1,3,2,2,1,3,3,2,2,2,4,4,3,4,5,1,0,0,5,5,5,2859,1,1,3587,1,10,,,4054,1,10,,
1,,1.1,,,,,,,,2,6107,191,0,5,0,0,0,0,0,0,0,1,2,2,1,0,1,1,0,3,1991,1991,6107,190,1973,6,1,115,2,6107,972,9999,99,99,2019,1,8,2011,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,2013,1968,0,1632,3,95,,,372,3,95,,,4613,1,10,,,1719,1,10,,,290,2,22,,,2,7,1,1,1,1,1,1,2,1,5,1,5,4,2,2,1,4,4,2,1,1,4,4,4,0,1,0,0,0,5,5,5,2861,1,1,5375,1,10,,,6621,1,10,,
1,,1.1,,,,,,,,2,6107,192,0,5,0,0,0,0,0,0,0,1,2,2,1,0,1,0,1,3,1999,1994,6107,2,1953,4,3,998,3,0,0,9999,99,99,2019,3,99,9999,99,9999,99,9999,99,9999,99,9999,2019,1,10,1995,4,1,1996,11,1995,99,9999,9,99,9999,99,9999,4,0,0,1968,0,3027,1,10,,,453,1,10,,,3917,1,10,,,661,1,10,,,66,1,10,,,2,7,5,5,1,1,3,3,4,1,1,5,1,3,1,2,4,4,4,2,4,2,4,4,4,0,4,1,4,3,5,5,5,2858,1,1,3039,1,10,,,3868,1,10,,
,1,,,,,,,,1,2,6107,194,0,5,0,0,0,0,0,0,0,1,2,1,1,0,1,0,1,3,0,0,6107,190,1973,6,2,998,2,0,0,9999,99,99,2019,1,7,2012,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,2013,1968,0,1632,4,95,,,372,4,95,,,3881,3,95,,,5165,1,10,,,5180,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6208,1,10,,,6401,1,10,2,4
1,,1.1,,,,,,,,2,6107,204,0,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,6107,964,9999,99,99,999,9,6107,960,9999,99,99,2019,98,99,9999,99,9999,99,9999,99,9999,99,9999,2019,1,2,2010,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,0,1968,0,5713,0,0,,,557,2,22,,,4852,2,22,,,608,2,20,,,6085,2,20,,,2,7,4,3,1,1,1,1,1,1,1,1,1,4,1,1,2,4,4,1,1,1,4,4,4,1,5,1,0,0,5,5,5,2860,1,2,6134,2,20,,,3917,2,20,,
,1,,,,,,,,1,2,6107,208,0,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,3,0,0,6107,190,1973,6,4,998,2,6107,966,9999,99,99,2019,2,3,2014,9,2017,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,2019,1968,0,1632,0,0,,,372,0,0,,,4613,4,40,,,5989,1,10,,,8400,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1135,1,10,,,4018,1,10,2,5
1,,1.1,,,,,,,,2,6107,211,0,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,1,0,2019,2019,6107,969,9999,99,99,999,9,6107,962,9999,99,99,2017,3,4,2006,8,2012,4,2011,99,9999,99,9999,2017,1,9,2014,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,0,1968,0,2982,0,0,,,1110,0,0,,,4014,0,0,,,3770,2,88,,,2566,2,22,,,2,7,5,5,5,5,5,5,5,5,1,1,1,4,2,2,2,3,3,1,1,2,4,3,3,2,3,1,0,0,5,5,5,2864,1,2,4160,2,20,,,4986,2,20,,
1,4,1.1,1,1,,1,1,,,2,6110,40,0,5,0,0,0,0,0,0,0,1,2,2,1,0,1,0,1,2,2019,2009,6110,179,1954,3,3,118,1,6110,5,1953,4,4,2017,1,10,2006,99,9999,99,9999,99,9999,99,9999,2017,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,3825,2,30,5,4,5208,2,30,4,3,0,0,0,,,8631,2,22,2,6,3437,2,22,2,6,2,6,5,3,2,3,1,1,4,1,5,5,5,3,3,3,3,3,3,3,2,3,3,3,3,0,3,5,2,4,5,5,4,2866,1,1,5280,2,22,,,3614,1,10,,
,2,,,,1,1,,,,2,6110,41,0,5,0,0,0,0,0,0,0,1,2,1,1,1,1,0,0,2,2019,2013,6110,30,1974,3,1,137,2,0,0,9999,99,99,2011,0,99,9999,99,9999,99,9999,99,9999,99,9999,2011,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,6527,2,30,,,7015,2,30,,,5199,2,30,3,6,8591,1,10,2,6,7608,51,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1341,51,60,,,2718,51,60,,
1,1,1.1,,,,,,,1,2,6110,43,0,5,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,2,0,0,6110,30,1974,3,2,137,2,0,0,9999,99,99,2019,3,8,2012,10,2014,10,2014,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,2015,1968,0,6527,3,30,,,7015,3,30,,,5199,3,30,,,8722,2,30,,,762,2,30,,,2,6,5,1,1,1,3,1,2,1,1,5,1,3,2,3,2,3,4,3,3,2,4,4,4,0,5,1,5,5,5,5,5,2867,1,1,6691,1,10,,,3431,1,10,2,6
